,Compound,Date,Negative,Neutral,Positive,Text,Tweets Ago,User
0,0.4019,Tue Jan 09 02:27:07 +0000 2018,0.838,0.0,0.162,"At the stroke of midnight, same-sex couples in Australia finally said yes: https://t.co/hT2Xzr5idO

???????????????… https://t.co/CX8dyjIjgS",1,@BBCWorld
1,-0.4215,Tue Jan 09 02:13:25 +0000 2018,0.682,0.318,0.0,The people protesting Trump's immigration deadline https://t.co/q1hNpFdUz3,2,@BBCWorld
2,-0.296,Tue Jan 09 02:13:25 +0000 2018,0.804,0.196,0.0,Calais Jungle: Police try to stop new camp forming https://t.co/ybBfR784Rc,3,@BBCWorld
3,0.0,Tue Jan 09 01:59:26 +0000 2018,1.0,0.0,0.0,"RT @BBCNewsAsia: 2018 Winter Olympics: North and South Korea begin high-level talks, the first between the countries in two years: https://…",4,@BBCWorld
4,0.0,Tue Jan 09 01:13:21 +0000 2018,1.0,0.0,0.0,Romania's changing face https://t.co/CVruZyesAm,5,@BBCWorld
5,0.0,Tue Jan 09 00:51:10 +0000 2018,1.0,0.0,0.0,Living with Brian's 'ghost' https://t.co/jToxbPOFeY,6,@BBCWorld
6,-0.4215,Tue Jan 09 00:25:27 +0000 2018,0.763,0.237,0.0,Caruana Galizia case: Malta ex-corruption investigator fears for life https://t.co/qT9VHvZSaL,7,@BBCWorld
7,-0.4767,Tue Jan 09 00:14:58 +0000 2018,0.744,0.256,0.0,US police chief 'kutecop4you' arrested in child sex sting https://t.co/Sxxvw2A3li,8,@BBCWorld
8,-0.128,Mon Jan 08 23:39:18 +0000 2018,0.62,0.209,0.171,Peru Pasamayo: Lorry driver admits causing deadly coach crash https://t.co/pY9BT8XPVB,9,@BBCWorld
9,0.0,Mon Jan 08 23:07:05 +0000 2018,1.0,0.0,0.0,Apple investigated by France for 'planned obsolescence' https://t.co/FtqlxiyTa5,10,@BBCWorld
10,0.0,Mon Jan 08 23:07:05 +0000 2018,1.0,0.0,0.0,Gay marriage: Couple among first to wed in Australia https://t.co/XnwH7WTkQ4,11,@BBCWorld
11,0.0,Mon Jan 08 22:45:45 +0000 2018,1.0,0.0,0.0,Russia probe: Trump lawyers 'in talks over Mueller interview' https://t.co/Q9DL0jnvis,12,@BBCWorld
12,-0.5574,Mon Jan 08 22:31:10 +0000 2018,0.882,0.118,0.0,"RT @BBCSport: Widnes Vikings' Kato Ottio has died at the age of 23.

He was due to travel to the UK next week in preparation for the start…",13,@BBCWorld
13,0.0,Mon Jan 08 22:21:04 +0000 2018,1.0,0.0,0.0,North and South Korea to begin high-level talks https://t.co/LL7q3bnNvF,14,@BBCWorld
14,0.0,Mon Jan 08 22:07:47 +0000 2018,1.0,0.0,0.0,Google sued over 'male discrimination' https://t.co/eu2lUxcE1p,15,@BBCWorld
15,0.0,Mon Jan 08 21:22:53 +0000 2018,1.0,0.0,0.0,Rugby League player Ottio dies aged 23 https://t.co/SvQfsQC5si,16,@BBCWorld
16,-0.3923,Mon Jan 08 21:20:13 +0000 2018,0.744,0.164,0.092,"RT @BBCNorthAmerica: - Sad!
- Bigly? Or big league?
- Covfefe
10 words and phrases invented or popularised by President Trump

https://t.co…",17,@BBCWorld
17,-0.7717,Mon Jan 08 21:09:40 +0000 2018,0.758,0.242,0.0,"RT @BBCSport: Widnes Vikings centre Kato Ottio has died at the age of 23 after suffering ""a sudden health issue"" in training.
https://t.co/…",18,@BBCWorld
18,-0.5719,Mon Jan 08 19:26:48 +0000 2018,0.515,0.485,0.0,'Raw water': A dangerous new health craze? https://t.co/ITwXnTzt2y,19,@BBCWorld
19,0.0,Mon Jan 08 18:44:08 +0000 2018,1.0,0.0,0.0,Ghana bars recruits over stretch marks and bleached skin https://t.co/KQxK3LPS6y,20,@BBCWorld
20,0.4019,Tue Jan 09 02:27:07 +0000 2018,0.838,0.0,0.162,"At the stroke of midnight, same-sex couples in Australia finally said yes: https://t.co/hT2Xzr5idO

???????????????… https://t.co/CX8dyjIjgS",21,@BBCWorld
21,-0.4215,Tue Jan 09 02:13:25 +0000 2018,0.682,0.318,0.0,The people protesting Trump's immigration deadline https://t.co/q1hNpFdUz3,22,@BBCWorld
22,-0.296,Tue Jan 09 02:13:25 +0000 2018,0.804,0.196,0.0,Calais Jungle: Police try to stop new camp forming https://t.co/ybBfR784Rc,23,@BBCWorld
23,0.0,Tue Jan 09 01:59:26 +0000 2018,1.0,0.0,0.0,"RT @BBCNewsAsia: 2018 Winter Olympics: North and South Korea begin high-level talks, the first between the countries in two years: https://…",24,@BBCWorld
24,0.0,Tue Jan 09 01:13:21 +0000 2018,1.0,0.0,0.0,Romania's changing face https://t.co/CVruZyesAm,25,@BBCWorld
25,0.0,Tue Jan 09 00:51:10 +0000 2018,1.0,0.0,0.0,Living with Brian's 'ghost' https://t.co/jToxbPOFeY,26,@BBCWorld
26,-0.4215,Tue Jan 09 00:25:27 +0000 2018,0.763,0.237,0.0,Caruana Galizia case: Malta ex-corruption investigator fears for life https://t.co/qT9VHvZSaL,27,@BBCWorld
27,-0.4767,Tue Jan 09 00:14:58 +0000 2018,0.744,0.256,0.0,US police chief 'kutecop4you' arrested in child sex sting https://t.co/Sxxvw2A3li,28,@BBCWorld
28,-0.128,Mon Jan 08 23:39:18 +0000 2018,0.62,0.209,0.171,Peru Pasamayo: Lorry driver admits causing deadly coach crash https://t.co/pY9BT8XPVB,29,@BBCWorld
29,0.0,Mon Jan 08 23:07:05 +0000 2018,1.0,0.0,0.0,Apple investigated by France for 'planned obsolescence' https://t.co/FtqlxiyTa5,30,@BBCWorld
30,0.0,Mon Jan 08 23:07:05 +0000 2018,1.0,0.0,0.0,Gay marriage: Couple among first to wed in Australia https://t.co/XnwH7WTkQ4,31,@BBCWorld
31,0.0,Mon Jan 08 22:45:45 +0000 2018,1.0,0.0,0.0,Russia probe: Trump lawyers 'in talks over Mueller interview' https://t.co/Q9DL0jnvis,32,@BBCWorld
32,-0.5574,Mon Jan 08 22:31:10 +0000 2018,0.882,0.118,0.0,"RT @BBCSport: Widnes Vikings' Kato Ottio has died at the age of 23.

He was due to travel to the UK next week in preparation for the start…",33,@BBCWorld
33,0.0,Mon Jan 08 22:21:04 +0000 2018,1.0,0.0,0.0,North and South Korea to begin high-level talks https://t.co/LL7q3bnNvF,34,@BBCWorld
34,0.0,Mon Jan 08 22:07:47 +0000 2018,1.0,0.0,0.0,Google sued over 'male discrimination' https://t.co/eu2lUxcE1p,35,@BBCWorld
35,0.0,Mon Jan 08 21:22:53 +0000 2018,1.0,0.0,0.0,Rugby League player Ottio dies aged 23 https://t.co/SvQfsQC5si,36,@BBCWorld
36,-0.3923,Mon Jan 08 21:20:13 +0000 2018,0.744,0.164,0.092,"RT @BBCNorthAmerica: - Sad!
- Bigly? Or big league?
- Covfefe
10 words and phrases invented or popularised by President Trump

https://t.co…",37,@BBCWorld
37,-0.7717,Mon Jan 08 21:09:40 +0000 2018,0.758,0.242,0.0,"RT @BBCSport: Widnes Vikings centre Kato Ottio has died at the age of 23 after suffering ""a sudden health issue"" in training.
https://t.co/…",38,@BBCWorld
38,-0.5719,Mon Jan 08 19:26:48 +0000 2018,0.515,0.485,0.0,'Raw water': A dangerous new health craze? https://t.co/ITwXnTzt2y,39,@BBCWorld
39,0.0,Mon Jan 08 18:44:08 +0000 2018,1.0,0.0,0.0,Ghana bars recruits over stretch marks and bleached skin https://t.co/KQxK3LPS6y,40,@BBCWorld
40,-0.8176,Mon Jan 08 18:36:15 +0000 2018,0.414,0.586,0.0,Egypt police detained after custody death triggers protests https://t.co/K8OExRAhN4,41,@BBCWorld
41,-0.5574,Mon Jan 08 18:23:20 +0000 2018,0.66,0.34,0.0,Bangladesh court upholds Myanmar Rohingya marriage ban https://t.co/rWzDsp9V94,42,@BBCWorld
42,-0.5423,Mon Jan 08 18:15:21 +0000 2018,0.696,0.304,0.0,Prisoner wakes up in mortuary in Asturias Spain https://t.co/H602fJ10NI,43,@BBCWorld
43,0.0,Mon Jan 08 17:34:37 +0000 2018,1.0,0.0,0.0,"RT @awzurcher: Winfrey vs Trump may not be the 2020 presidential race America needs, but it's the one it deserves. https://t.co/oWjWS8H7g2",44,@BBCWorld
44,-0.3182,Mon Jan 08 17:04:17 +0000 2018,0.723,0.277,0.0,A child interrupts an Al Jazeera interview https://t.co/UNYXC5MbNk,45,@BBCWorld
45,0.0,Mon Jan 08 16:51:06 +0000 2018,1.0,0.0,0.0,Juncker: Don't believe Brexit won't happen https://t.co/p5w6PA4zBw,46,@BBCWorld
46,-0.0516,Mon Jan 08 16:35:02 +0000 2018,0.893,0.107,0.0,"Trump to say 200,000 El Salvadorans must leave the US https://t.co/j3SmbjADP0",47,@BBCWorld
47,-0.6908,Mon Jan 08 16:03:09 +0000 2018,0.561,0.439,0.0,Somaliland passes first law against rape https://t.co/6jfghHIilr,48,@BBCWorld
48,0.0,Mon Jan 08 15:47:31 +0000 2018,1.0,0.0,0.0,Iran bans English from being taught in primary schools https://t.co/fYEaZ7YbUD,49,@BBCWorld
49,0.0,Mon Jan 08 15:00:59 +0000 2018,1.0,0.0,0.0,Firefighters tackle Trump Tower blaze in New York https://t.co/L2zA8IoHgL,50,@BBCWorld
50,0.6486,Mon Jan 08 14:49:50 +0000 2018,0.773,0.0,0.227,Oprah for President? Her passionate speech about race and sexism at the #GoldenGlobes has left some wishing she'd r… https://t.co/8OKcziYIwR,51,@BBCWorld
51,0.0,Mon Jan 08 14:49:24 +0000 2018,1.0,0.0,0.0,Apple investors urge action on 'smartphone addiction' https://t.co/jvhc9P7kMA,52,@BBCWorld
52,0.0,Mon Jan 08 14:32:05 +0000 2018,1.0,0.0,0.0,"RT @BBC_HaveYourSay: Winfrey for the White House? Nearly 30,000 tweets on the pros and cons of her candidacy

https://t.co/Jfsir1izxM",53,@BBCWorld
53,-0.6369,Mon Jan 08 14:28:46 +0000 2018,0.574,0.426,0.0,"Iran protests: Demonstrator, 22, dies in Tehran prison https://t.co/4iiR6odTdq",54,@BBCWorld
54,0.1531,Mon Jan 08 14:26:05 +0000 2018,0.885,0.0,0.115,"RT @bbcstories: ""In that moment, as he tattooed her number on her left arm, she tattooed her number in his heart.""
https://t.co/afrzFA75li",55,@BBCWorld
55,0.5106,Mon Jan 08 14:19:47 +0000 2018,0.732,0.0,0.268,"US Marines rescue their helicopter... with a BIGGER one ?

https://t.co/jgHujdq1Hi https://t.co/Vy5S54OZTC",56,@BBCWorld
56,-0.0516,Mon Jan 08 14:06:02 +0000 2018,0.634,0.19,0.176,Mindy Kaling: US army deletes Twitter like 'mocking Donald Trump' https://t.co/I146jqRRbP,57,@BBCWorld
57,-0.5574,Mon Jan 08 13:24:37 +0000 2018,0.735,0.265,0.0,Deniz Naki: Shots fired at Kurdish footballer's car in Germany https://t.co/mp15dTxEpk,58,@BBCWorld
58,0.0,Mon Jan 08 13:16:44 +0000 2018,1.0,0.0,0.0,Chinese dating apps closed after women revealed to be robots https://t.co/j9yQTHmi2a,59,@BBCWorld
59,0.6369,Mon Jan 08 13:08:45 +0000 2018,0.755,0.0,0.245,"RT @BBC_HaveYourSay: All in one day: Groom combines proposal and wedding ceremony to help ease bride's anxiety??
https://t.co/jRjwrmMcir",60,@BBCWorld
60,0.0,Mon Jan 08 10:59:12 +0000 2018,1.0,0.0,0.0,Ex-Malaysia PM Mahathir to run again for office aged 92 https://t.co/8Faqvv5Fi2,61,@BBCWorld
61,0.5106,Mon Jan 08 10:59:12 +0000 2018,0.708,0.0,0.292,US Marines rescue their helicopter... with a bigger one https://t.co/lrfLo9LqtX,62,@BBCWorld
62,0.0,Mon Jan 08 10:55:41 +0000 2018,1.0,0.0,0.0,Gaza conjoined twins survive separation surgery https://t.co/3znWL742nN,63,@BBCWorld
63,0.0,Mon Jan 08 10:34:27 +0000 2018,1.0,0.0,0.0,Has Lana Del Rey copied Radiohead's Creep? https://t.co/EGmFfi1QI8,64,@BBCWorld
64,0.0,Mon Jan 08 10:34:24 +0000 2018,1.0,0.0,0.0,CES 2018: LG Display shows off large rollable TV screen https://t.co/Symg7Q2mEH,65,@BBCWorld
65,0.3691,Mon Jan 08 10:10:22 +0000 2018,0.602,0.147,0.25,Borussia Dortmund bus bombing suspect 'did not intend to kill' https://t.co/yE3hiXHz6w,66,@BBCWorld
66,0.0,Mon Jan 08 10:08:16 +0000 2018,1.0,0.0,0.0,"""It's not just about our industry, it's about every industry and also every woman around the world.""

Why stars wor… https://t.co/Uu4EVqLAc3",67,@BBCWorld
67,0.0,Mon Jan 08 09:19:30 +0000 2018,0.625,0.188,0.188,Vietnam energy executives stand trial on corruption charges https://t.co/5kIGkOCIgH,68,@BBCWorld
68,-0.4215,Mon Jan 08 08:51:35 +0000 2018,0.714,0.286,0.0,Craig McLachlan: Actor denies sexual misconduct allegations https://t.co/gJUmB5pSJr,69,@BBCWorld
69,-0.1901,Mon Jan 08 08:25:12 +0000 2018,0.926,0.074,0.0,"RT @BBCBenThompson: A new report says we're still spending on booze, cars and stuff for our houses - but we're cutting back on other items.…",70,@BBCWorld
70,0.4215,Mon Jan 08 07:43:42 +0000 2018,0.882,0.0,0.118,"""A new day is on the horizon. When nobody ever has to say 'me too' again."" 

Powerful speeches and statements from… https://t.co/Iwhf2agWQm",71,@BBCWorld
71,0.128,Mon Jan 08 07:40:12 +0000 2018,0.723,0.129,0.149,British actor Gary Oldman won the #GoldenGlobes for his portrayal as Winston Churchill in Darkest Hour. And he than… https://t.co/IN1vgNrm6C,72,@BBCWorld
72,0.0,Mon Jan 08 07:34:39 +0000 2018,1.0,0.0,0.0,Golden Globes: Stars use speeches to call for change https://t.co/hcLedIXluH,73,@BBCWorld
73,-0.1027,Mon Jan 08 07:34:36 +0000 2018,0.896,0.104,0.0,BBC China editor Carrie Gracie has quit her post over equal pay https://t.co/D6LKOcU5pI,74,@BBCWorld
74,0.6901,Mon Jan 08 07:20:06 +0000 2018,0.622,0.098,0.28,Big Little Lies actress Laura Dern won her fourth #GoldenGlobes award on Sunday. She invited the co-founder of… https://t.co/HqnLs0kIXw,75,@BBCWorld
75,0.5719,Mon Jan 08 07:02:06 +0000 2018,0.829,0.0,0.171,".@Oprah is the first black woman to receive the #GoldenGlobes lifetime achievement honour. She said she is ""humbled… https://t.co/N9KYsChUSA",76,@BBCWorld
76,-0.3626,Mon Jan 08 06:45:03 +0000 2018,0.878,0.122,0.0,Here's what Big Little Lies star and executive producer @RWitherspoon had to say about the #GoldenGlobes dominant t… https://t.co/qmivkYJVud,77,@BBCWorld
77,-0.7351,Mon Jan 08 06:40:29 +0000 2018,0.441,0.471,0.088,Golden Globes 2018: Sexual harassment scandal dominates ceremony https://t.co/LVXjngEOMV,78,@BBCWorld
78,0.0,Mon Jan 08 06:10:22 +0000 2018,1.0,0.0,0.0,Golden Globes 2018: Why stars wore black on the red carpet https://t.co/P4LUZTeOFQ,79,@BBCWorld
79,-0.7845,Mon Jan 08 05:55:18 +0000 2018,0.504,0.496,0.0,China oil spill sparks fears of environmental disaster https://t.co/FhvXSbdwo3,80,@BBCWorld
80,-0.6369,Mon Jan 08 05:21:31 +0000 2018,0.656,0.344,0.0,Cardinal Pell: Man who made abuse allegation dies https://t.co/52ndskyYU6,81,@BBCWorld
81,0.34,Mon Jan 08 05:21:31 +0000 2018,0.769,0.0,0.231,Winter Olympics targeted by hackers says security firm https://t.co/PgIiXB2iyJ,82,@BBCWorld
82,0.0,Mon Jan 08 04:34:52 +0000 2018,1.0,0.0,0.0,"RT @BBCNewsAsia: #BTSARMY, this one's for you. ?

What's in store for the princes of K-pop in 2018? https://t.co/a8AJEGnMwS

??????????????…",83,@BBCWorld
83,0.836,Mon Jan 08 04:08:44 +0000 2018,0.622,0.0,0.378,"RT @BBCBreaking: Three Billboards Outside Ebbing, Missouri wins 'Best Motion Picture - Drama'

#GoldenGlobes https://t.co/EYJJHWbjY6 https:…",84,@BBCWorld
84,0.836,Mon Jan 08 04:03:53 +0000 2018,0.695,0.0,0.305,"RT @BBCBreaking: Frances McDormand wins 'Best Actress in a Motion Picture - Drama' for her role in Three Billboards Outside Ebbing, Missour…",85,@BBCWorld
85,0.836,Mon Jan 08 03:53:58 +0000 2018,0.603,0.0,0.397,"RT @BBCBreaking: Gary Oldman wins 'Best Actor in a Motion Picture - Drama' 

#GoldenGlobes https://t.co/068UHmydVC https://t.co/aePg1yXPrl",86,@BBCWorld
86,0.836,Mon Jan 08 03:46:21 +0000 2018,0.559,0.0,0.441,"RT @BBCBreaking: Lady Bird wins 'Best Motion Picture - Comedy/Musical' 

#GoldenGlobes https://t.co/QrKvMydAKS https://t.co/8cBGj7mkcm",87,@BBCWorld
87,0.836,Mon Jan 08 03:38:11 +0000 2018,0.683,0.0,0.317,"RT @BBCBreaking: Saoirse Ronan wins 'Best Actress in a Comedy/Musical Motion Picture' for her role in Lady Bird

#GoldenGlobes https://t.co…",88,@BBCWorld
88,0.7579,Mon Jan 08 03:34:06 +0000 2018,0.711,0.0,0.289,.@Oprah's acceptance speech for the Cecil B. DeMille Award at this year's #GoldenGlobes drew a standing ovation fro… https://t.co/CmO7nDRQpX,89,@BBCWorld
89,-0.6486,Mon Jan 08 03:12:05 +0000 2018,0.339,0.48,0.181,"Heart attack care dangerously unequal for women, study finds https://t.co/om2OzlLrbX",90,@BBCWorld
90,0.7964,Mon Jan 08 02:53:04 +0000 2018,0.488,0.132,0.38,"Laura Dern, winner of Best Supporting Actress for her role in @Big_Little_Lies, address sexual assault survivors in… https://t.co/xzehCnUiTy",91,@BBCWorld
91,0.836,Mon Jan 08 02:50:08 +0000 2018,0.669,0.0,0.331,"RT @BBCBreaking: Ewan McGregor wins 'Best Actor in a Television Miniseries' for his role in Fargo

#GoldenGlobes https://t.co/Ow1hcEIybA ht…",92,@BBCWorld
92,0.836,Mon Jan 08 02:11:16 +0000 2018,0.603,0.0,0.397,"RT @BBCBreaking: James Franco wins 'Best Actor in a Comedy/Musical Motion Picture'

#GoldenGlobes https://t.co/9ws5IWhSCr https://t.co/bwSj…",93,@BBCWorld
93,0.0,Mon Jan 08 01:58:23 +0000 2018,1.0,0.0,0.0,Bitcoin blip https://t.co/EPXfAvFDmP,94,@BBCWorld
94,0.836,Mon Jan 08 01:57:36 +0000 2018,0.639,0.0,0.361,#GoldenGlobes: Actress Elisabeth Moss wins best actress in a drama series for her role in @handmaidsonhulu… https://t.co/hh9HYeX6rh,95,@BBCWorld
95,0.25,Mon Jan 08 01:03:48 +0000 2018,0.6,0.0,0.4,Plays behind bars https://t.co/K2Lx1O5qCs,96,@BBCWorld
96,0.0,Mon Jan 08 01:00:39 +0000 2018,1.0,0.0,0.0,Out of power https://t.co/INCQoUPxgd,97,@BBCWorld
97,0.0,Mon Jan 08 00:56:59 +0000 2018,1.0,0.0,0.0,Tattooist of Auschwitz https://t.co/uycegYsPx8,98,@BBCWorld
98,-0.5255,Mon Jan 08 00:49:20 +0000 2018,0.469,0.531,0.0,"Bigly, covfefe, sad! https://t.co/QJ8MnsPhvM",99,@BBCWorld
99,0.0,Mon Jan 08 00:45:50 +0000 2018,1.0,0.0,0.0,Child bride to wrestling star https://t.co/pJvS8sMkH6,100,@BBCWorld
100,0.0,Tue Jan 09 02:20:01 +0000 2018,1.0,0.0,0.0,Using the Olympics to thaw relations with North Korea has been the goal of South Korean President Moon Jae-In… https://t.co/LoQ4fsTvhc,1,@CBSNews
101,0.0,Tue Jan 09 02:00:02 +0000 2018,1.0,0.0,0.0,"The storm that hit the Northeast last week is long gone, but JFK International Airport in New York still hasn't rec… https://t.co/yH6CYwpT72",2,@CBSNews
102,0.0,Tue Jan 09 01:40:01 +0000 2018,1.0,0.0,0.0,"The Democratic field in 2020 is wide open, which could be enticing for a well-known, well-funded media mogul… https://t.co/slKaLXpbgd",3,@CBSNews
103,-0.3182,Tue Jan 09 01:20:01 +0000 2018,0.837,0.109,0.054,"It's flu season, and the CDC says the number of cases is up sharply, with high activity reported in 26 states… https://t.co/1aL01482Lu",4,@CBSNews
104,0.4404,Tue Jan 09 01:13:11 +0000 2018,0.828,0.0,0.172,"NOW: President Trump takes the field before the national football championship in Atlanta, Georgia.… https://t.co/suEp0fFkzS",5,@CBSNews
105,-0.7906,Tue Jan 09 01:00:32 +0000 2018,0.667,0.333,0.0,"This winter's flu season might get worse because of an imperfect vaccine and unusually cold weather, experts warn.… https://t.co/0GyFo6dvCN",6,@CBSNews
106,0.2732,Tue Jan 09 00:45:01 +0000 2018,0.884,0.0,0.116,Pres. Trump defends mental fitness for office in wake of questions raised in new book https://t.co/IMsBZPFtNQ https://t.co/iSX0nMcqNW,7,@CBSNews
107,0.5777,Tue Jan 09 00:26:07 +0000 2018,0.849,0.0,0.151,The self-driving Lyfts around the Consumer Electronics Show are so good you might not notice the car is doing all t… https://t.co/3BDmlGxOGg,8,@CBSNews
108,0.4215,Tue Jan 09 00:05:36 +0000 2018,0.851,0.0,0.149,"Oprah's powerful Golden Globe speech reverberated across the country -- including in Washington, D.C., where lawmak… https://t.co/0yf4s9OoyR",9,@CBSNews
109,0.0,Tue Jan 09 00:02:02 +0000 2018,1.0,0.0,0.0,"@CBSNews The longest-serving monarch in the world, 91-year-old Queen Elizabeth, reflected on her coronation in a ra… https://t.co/GSz675k0nc",10,@CBSNews
110,-0.3182,Mon Jan 08 23:55:01 +0000 2018,0.843,0.104,0.052,@CBSNews  It is flu season and the number of cases is up sharply. High activity is reported in 26 states. San Diego… https://t.co/nPrt3lw6vD,11,@CBSNews
111,0.0,Mon Jan 08 23:51:00 +0000 2018,1.0,0.0,0.0,"RT @CBSEveningNews: Here are the latest headlines from our CBS Evening Newsfeed and what's coming up next

Stay tuned #CBSEveningNews https…",12,@CBSNews
112,0.0,Mon Jan 08 23:50:36 +0000 2018,1.0,0.0,0.0,@CBSNews Oprah Winfrey got much of the attention at the Golden Globes last night. She was one of a sea of women wit… https://t.co/6dNsaoFEjX,13,@CBSNews
113,0.2732,Mon Jan 08 23:46:47 +0000 2018,0.9,0.0,0.1,"@CBSNews Officials of the two Koreas are holding a rare meeting along the border. It is a surprise move, and while… https://t.co/uY3VaQ52Kp",14,@CBSNews
114,0.0,Mon Jan 08 23:43:38 +0000 2018,1.0,0.0,0.0,"@CBSNews The storm that hit the northeast last week is long gone, but, John F. Kennedy international Airport in NYC… https://t.co/U3uWys28Vy",15,@CBSNews
115,0.0,Mon Jan 08 23:40:01 +0000 2018,1.0,0.0,0.0,@CBSNews The president is defending himself following the publication of a sensational new book. @MajorCBS reportin… https://t.co/drfr5IBRiB,16,@CBSNews
116,0.0,Mon Jan 08 23:37:37 +0000 2018,1.0,0.0,0.0,"After Oprah Winfrey's stirring Golden Globes speech, speculation of a possible presidential run followed. In fact,… https://t.co/MqEKZJRsJQ",17,@CBSNews
117,0.0,Mon Jan 08 23:30:01 +0000 2018,0.792,0.104,0.104,Storms brought rare rain to California on Monday and increased the risk of mudslides in fire-ravaged communities… https://t.co/ZP4FnJJhJv,18,@CBSNews
118,0.0,Mon Jan 08 23:10:01 +0000 2018,1.0,0.0,0.0,Woman dies after contracting flesh-eating bacteria from oysters https://t.co/5J0UbXn06r https://t.co/71iXwzVTJO,19,@CBSNews
119,0.2732,Mon Jan 08 22:55:24 +0000 2018,0.905,0.0,0.095,"Tunnels, towers, fountains and frozen thrones -- 25 million pounds of ice were used to create these massive ice cas… https://t.co/tKC1ns9guy",20,@CBSNews
120,0.0,Tue Jan 09 02:20:01 +0000 2018,1.0,0.0,0.0,Using the Olympics to thaw relations with North Korea has been the goal of South Korean President Moon Jae-In… https://t.co/LoQ4fsTvhc,21,@CBSNews
121,0.0,Tue Jan 09 02:00:02 +0000 2018,1.0,0.0,0.0,"The storm that hit the Northeast last week is long gone, but JFK International Airport in New York still hasn't rec… https://t.co/yH6CYwpT72",22,@CBSNews
122,0.0,Tue Jan 09 01:40:01 +0000 2018,1.0,0.0,0.0,"The Democratic field in 2020 is wide open, which could be enticing for a well-known, well-funded media mogul… https://t.co/slKaLXpbgd",23,@CBSNews
123,-0.3182,Tue Jan 09 01:20:01 +0000 2018,0.837,0.109,0.054,"It's flu season, and the CDC says the number of cases is up sharply, with high activity reported in 26 states… https://t.co/1aL01482Lu",24,@CBSNews
124,0.4404,Tue Jan 09 01:13:11 +0000 2018,0.828,0.0,0.172,"NOW: President Trump takes the field before the national football championship in Atlanta, Georgia.… https://t.co/suEp0fFkzS",25,@CBSNews
125,-0.7906,Tue Jan 09 01:00:32 +0000 2018,0.667,0.333,0.0,"This winter's flu season might get worse because of an imperfect vaccine and unusually cold weather, experts warn.… https://t.co/0GyFo6dvCN",26,@CBSNews
126,0.2732,Tue Jan 09 00:45:01 +0000 2018,0.884,0.0,0.116,Pres. Trump defends mental fitness for office in wake of questions raised in new book https://t.co/IMsBZPFtNQ https://t.co/iSX0nMcqNW,27,@CBSNews
127,0.5777,Tue Jan 09 00:26:07 +0000 2018,0.849,0.0,0.151,The self-driving Lyfts around the Consumer Electronics Show are so good you might not notice the car is doing all t… https://t.co/3BDmlGxOGg,28,@CBSNews
128,0.4215,Tue Jan 09 00:05:36 +0000 2018,0.851,0.0,0.149,"Oprah's powerful Golden Globe speech reverberated across the country -- including in Washington, D.C., where lawmak… https://t.co/0yf4s9OoyR",29,@CBSNews
129,0.0,Tue Jan 09 00:02:02 +0000 2018,1.0,0.0,0.0,"@CBSNews The longest-serving monarch in the world, 91-year-old Queen Elizabeth, reflected on her coronation in a ra… https://t.co/GSz675k0nc",30,@CBSNews
130,-0.3182,Mon Jan 08 23:55:01 +0000 2018,0.843,0.104,0.052,@CBSNews  It is flu season and the number of cases is up sharply. High activity is reported in 26 states. San Diego… https://t.co/nPrt3lw6vD,31,@CBSNews
131,0.0,Mon Jan 08 23:51:00 +0000 2018,1.0,0.0,0.0,"RT @CBSEveningNews: Here are the latest headlines from our CBS Evening Newsfeed and what's coming up next

Stay tuned #CBSEveningNews https…",32,@CBSNews
132,0.0,Mon Jan 08 23:50:36 +0000 2018,1.0,0.0,0.0,@CBSNews Oprah Winfrey got much of the attention at the Golden Globes last night. She was one of a sea of women wit… https://t.co/6dNsaoFEjX,33,@CBSNews
133,0.2732,Mon Jan 08 23:46:47 +0000 2018,0.9,0.0,0.1,"@CBSNews Officials of the two Koreas are holding a rare meeting along the border. It is a surprise move, and while… https://t.co/uY3VaQ52Kp",34,@CBSNews
134,0.0,Mon Jan 08 23:43:38 +0000 2018,1.0,0.0,0.0,"@CBSNews The storm that hit the northeast last week is long gone, but, John F. Kennedy international Airport in NYC… https://t.co/U3uWys28Vy",35,@CBSNews
